horizon,target,model,uses_covariates,n_covariates,covariates,predictor_id,mean_crps,n_scores,n_predictions,skipped_origins,dir_precision_up,dir_recall_up,dir_f1_up,dir_accuracy,dir_roc_auc_prob_up,dir_n_eval
1,sp500_logret_1b,llmp_quantile_grid_sp500_ws_cov[gemini-3.5-flash],True,10,"vix_level_l1b, vix_log_ret_1b_l1b, ust10y_level_l1b, ust2y10y_spread_l1b, fed_funds_level_l1b, cpi_mom_logdiff_l1b, unemployment_rate_l1b, oil_log_ret_1b_l1b, dollar_index_log_ret_1b_l1b, nasdaq_log_ret_1b_l1b",llmp_quantile_grid_sp500_ws_cov[gemini-3.5-flash],0.002858097066839395,3,3,0,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,3
1,sp500_logret_1b,llmp_quantile_grid_sp500_ws_cov[claude-sonnet-4-6],True,10,"vix_level_l1b, vix_log_ret_1b_l1b, ust10y_level_l1b, ust2y10y_spread_l1b, fed_funds_level_l1b, cpi_mom_logdiff_l1b, unemployment_rate_l1b, oil_log_ret_1b_l1b, dollar_index_log_ret_1b_l1b, nasdaq_log_ret_1b_l1b",llmp_quantile_grid_sp500_ws_cov[claude-sonnet-4-6],0.0028668818339171696,3,3,0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.5,3
1,sp500_logret_1b,llmp_quantile_grid_sp500_ws[gpt-5.5],False,0,—,llmp_quantile_grid_sp500_ws[gpt-5.5],0.002920906984194767,3,3,0,0.5,1.0,0.6666666666666666,0.6666666666666666,0.5,3
1,sp500_logret_1b,darts_autoarima,False,0,—,darts_autoarima,0.003182947431363821,3,3,0,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,3
1,sp500_logret_1b,llmp_quantile_grid_sp500_ws[claude-opus-4-7],False,0,—,llmp_quantile_grid_sp500_ws[claude-opus-4-7],0.003218672467525984,3,3,0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.75,3
1,sp500_logret_1b,darts_ets,False,0,—,darts_ets,0.003269316553469685,3,3,0,0.0,0.0,0.0,0.0,0.0,3
1,sp500_logret_1b,llmp_quantile_grid_sp500_ws_cov[claude-opus-4-7],True,10,"vix_level_l1b, vix_log_ret_1b_l1b, ust10y_level_l1b, ust2y10y_spread_l1b, fed_funds_level_l1b, cpi_mom_logdiff_l1b, unemployment_rate_l1b, oil_log_ret_1b_l1b, dollar_index_log_ret_1b_l1b, nasdaq_log_ret_1b_l1b",llmp_quantile_grid_sp500_ws_cov[claude-opus-4-7],0.003509910236565031,3,3,0,0.0,0.0,0.0,0.3333333333333333,0.25,3
1,sp500_logret_1b,llmp_quantile_grid_sp500_ws_cov[gpt-5.5],True,10,"vix_level_l1b, vix_log_ret_1b_l1b, ust10y_level_l1b, ust2y10y_spread_l1b, fed_funds_level_l1b, cpi_mom_logdiff_l1b, unemployment_rate_l1b, oil_log_ret_1b_l1b, dollar_index_log_ret_1b_l1b, nasdaq_log_ret_1b_l1b",llmp_quantile_grid_sp500_ws_cov[gpt-5.5],0.003692279382570541,3,3,0,0.0,0.0,0.0,0.3333333333333333,0.5,3
1,sp500_logret_1b,last_value_naive,False,0,—,last_value_naive,0.011695163247739811,3,3,0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.5,3
5,sp500_logret_5b,llmp_quantile_grid_sp500_ws[gpt-5.4],False,0,—,llmp_quantile_grid_sp500_ws[gpt-5.4],0.008938589763145514,3,3,0,0.5,0.5,0.5,0.3333333333333333,0.5,3
5,sp500_logret_5b,llmp_quantile_grid_sp500_ws_cov[gemini-3.1-flash-lite-preview],True,10,"vix_level_l1b, vix_log_ret_1b_l1b, ust10y_level_l1b, ust2y10y_spread_l1b, fed_funds_level_l1b, cpi_mom_logdiff_l1b, unemployment_rate_l1b, oil_log_ret_1b_l1b, dollar_index_log_ret_1b_l1b, nasdaq_log_ret_1b_l1b",llmp_quantile_grid_sp500_ws_cov[gemini-3.1-flash-lite-preview],0.00929120684303532,3,3,0,0.0,0.0,0.0,0.0,0.0,3
5,sp500_logret_5b,llmp_quantile_grid_sp500_ws[gemini-3.1-flash-lite-preview],False,0,—,llmp_quantile_grid_sp500_ws[gemini-3.1-flash-lite-preview],0.009348410518340266,3,3,0,1.0,1.0,1.0,1.0,1.0,3
5,sp500_logret_5b,llmp_quantile_grid_sp500_ws[gemini-3.5-flash],False,0,—,llmp_quantile_grid_sp500_ws[gemini-3.5-flash],0.009353920160213544,3,3,0,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,3
5,sp500_logret_5b,llmp_quantile_grid_sp500_ws_cov[gpt-5.4],True,10,"vix_level_l1b, vix_log_ret_1b_l1b, ust10y_level_l1b, ust2y10y_spread_l1b, fed_funds_level_l1b, cpi_mom_logdiff_l1b, unemployment_rate_l1b, oil_log_ret_1b_l1b, dollar_index_log_ret_1b_l1b, nasdaq_log_ret_1b_l1b",llmp_quantile_grid_sp500_ws_cov[gpt-5.4],0.009382115933944413,3,3,0,0.0,0.0,0.0,0.0,0.0,3
5,sp500_logret_5b,llmp_quantile_grid_sp500_ws_cov[claude-sonnet-4-6],True,10,"vix_level_l1b, vix_log_ret_1b_l1b, ust10y_level_l1b, ust2y10y_spread_l1b, fed_funds_level_l1b, cpi_mom_logdiff_l1b, unemployment_rate_l1b, oil_log_ret_1b_l1b, dollar_index_log_ret_1b_l1b, nasdaq_log_ret_1b_l1b",llmp_quantile_grid_sp500_ws_cov[claude-sonnet-4-6],0.009425401263803508,3,3,0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.75,3
5,sp500_logret_5b,llmp_quantile_grid_sp500_ws[claude-sonnet-4-6],False,0,—,llmp_quantile_grid_sp500_ws[claude-sonnet-4-6],0.009508185184216816,3,3,0,0.5,0.5,0.5,0.3333333333333333,0.25,3
5,sp500_logret_5b,agent_predictor_sp500_analyst_news_gemini-3.5-flash_continuous,False,0,—,agent_predictor_sp500_analyst_news_gemini-3.5-flash_continuous,0.009560497089307616,3,3,0,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,3
5,sp500_logret_5b,llmp_quantile_grid_sp500_ws_cov[gemini-3.5-flash],True,10,"vix_level_l1b, vix_log_ret_1b_l1b, ust10y_level_l1b, ust2y10y_spread_l1b, fed_funds_level_l1b, cpi_mom_logdiff_l1b, unemployment_rate_l1b, oil_log_ret_1b_l1b, dollar_index_log_ret_1b_l1b, nasdaq_log_ret_1b_l1b",llmp_quantile_grid_sp500_ws_cov[gemini-3.5-flash],0.009628680458756736,3,3,0,0.5,0.5,0.5,0.3333333333333333,0.5,3
5,sp500_logret_5b,darts_autoarima,False,0,—,darts_autoarima,0.009684754093001336,3,3,0,0.5,0.5,0.5,0.3333333333333333,0.0,3
5,sp500_logret_5b,agent_predictor_sp500_analyst_code_claude-sonnet-4-6_continuous,False,0,—,agent_predictor_sp500_analyst_code_claude-sonnet-4-6_continuous,0.009747324327121904,3,3,0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.0,3
5,sp500_logret_5b,llmp_quantile_grid_sp500_ws[gpt-5.5],False,0,—,llmp_quantile_grid_sp500_ws[gpt-5.5],0.009821552565475337,3,3,0,0.5,0.5,0.5,0.3333333333333333,0.0,3
5,sp500_logret_5b,agent_predictor_sp500_analyst_news_claude-sonnet-4-6_continuous,False,0,—,agent_predictor_sp500_analyst_news_claude-sonnet-4-6_continuous,0.00996077257140128,3,3,0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.0,3
5,sp500_logret_5b,agent_predictor_sp500_analyst_code_gemini-3.5-flash_continuous,False,0,—,agent_predictor_sp500_analyst_code_gemini-3.5-flash_continuous,0.010124066545472174,3,3,0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.0,3
5,sp500_logret_5b,llmp_quantile_grid_sp500_ws_cov[gpt-5.5],True,10,"vix_level_l1b, vix_log_ret_1b_l1b, ust10y_level_l1b, ust2y10y_spread_l1b, fed_funds_level_l1b, cpi_mom_logdiff_l1b, unemployment_rate_l1b, oil_log_ret_1b_l1b, dollar_index_log_ret_1b_l1b, nasdaq_log_ret_1b_l1b",llmp_quantile_grid_sp500_ws_cov[gpt-5.5],0.010351957144404034,3,3,0,0.5,0.5,0.5,0.3333333333333333,0.0,3
5,sp500_logret_5b,llmp_quantile_grid_sp500_ws[claude-opus-4-7],False,0,—,llmp_quantile_grid_sp500_ws[claude-opus-4-7],0.01055030425184205,3,3,0,0.5,0.5,0.5,0.3333333333333333,0.0,3
5,sp500_logret_5b,llmp_quantile_grid_sp500_ws_cov[claude-opus-4-7],True,10,"vix_level_l1b, vix_log_ret_1b_l1b, ust10y_level_l1b, ust2y10y_spread_l1b, fed_funds_level_l1b, cpi_mom_logdiff_l1b, unemployment_rate_l1b, oil_log_ret_1b_l1b, dollar_index_log_ret_1b_l1b, nasdaq_log_ret_1b_l1b",llmp_quantile_grid_sp500_ws_cov[claude-opus-4-7],0.01098832078076767,3,3,0,0.5,0.5,0.5,0.3333333333333333,0.0,3
5,sp500_logret_5b,darts_ets,False,0,—,darts_ets,0.013938647388121853,3,3,0,0.5,0.5,0.5,0.3333333333333333,0.0,3
5,sp500_logret_5b,last_value_naive,False,0,—,last_value_naive,0.019309395614625458,3,3,0,0.5,0.5,0.5,0.3333333333333333,0.25,3
21,sp500_logret_21b,llmp_quantile_grid_sp500_ws_cov[claude-sonnet-4-6],True,10,"vix_level_l1b, vix_log_ret_1b_l1b, ust10y_level_l1b, ust2y10y_spread_l1b, fed_funds_level_l1b, cpi_mom_logdiff_l1b, unemployment_rate_l1b, oil_log_ret_1b_l1b, dollar_index_log_ret_1b_l1b, nasdaq_log_ret_1b_l1b",llmp_quantile_grid_sp500_ws_cov[claude-sonnet-4-6],0.012870460705419452,3,3,0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.0,3
21,sp500_logret_21b,agent_predictor_sp500_analyst_code_gemini-3.5-flash_continuous,False,0,—,agent_predictor_sp500_analyst_code_gemini-3.5-flash_continuous,0.013234497276045955,3,3,0,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,3
21,sp500_logret_21b,llmp_quantile_grid_sp500_ws[gpt-5.5],False,0,—,llmp_quantile_grid_sp500_ws[gpt-5.5],0.014442839023133399,3,3,0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.0,3
21,sp500_logret_21b,llmp_quantile_grid_sp500_ws[claude-sonnet-4-6],False,0,—,llmp_quantile_grid_sp500_ws[claude-sonnet-4-6],0.01465833949329824,3,3,0,0.5,0.5,0.5,0.3333333333333333,0.0,3
21,sp500_logret_21b,llmp_quantile_grid_sp500_ws_cov[gpt-5.4],True,10,"vix_level_l1b, vix_log_ret_1b_l1b, ust10y_level_l1b, ust2y10y_spread_l1b, fed_funds_level_l1b, cpi_mom_logdiff_l1b, unemployment_rate_l1b, oil_log_ret_1b_l1b, dollar_index_log_ret_1b_l1b, nasdaq_log_ret_1b_l1b",llmp_quantile_grid_sp500_ws_cov[gpt-5.4],0.0153568151369906,3,3,0,0.5,0.5,0.5,0.3333333333333333,0.5,3
21,sp500_logret_21b,darts_autoarima,False,0,—,darts_autoarima,0.015468348443813848,3,3,0,0.5,0.5,0.5,0.3333333333333333,0.5,3
21,sp500_logret_21b,llmp_quantile_grid_sp500_ws[gpt-5.4],False,0,—,llmp_quantile_grid_sp500_ws[gpt-5.4],0.015512741823165477,3,3,0,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,3
21,sp500_logret_21b,llmp_quantile_grid_sp500_ws_cov[gemini-3.5-flash],True,10,"vix_level_l1b, vix_log_ret_1b_l1b, ust10y_level_l1b, ust2y10y_spread_l1b, fed_funds_level_l1b, cpi_mom_logdiff_l1b, unemployment_rate_l1b, oil_log_ret_1b_l1b, dollar_index_log_ret_1b_l1b, nasdaq_log_ret_1b_l1b",llmp_quantile_grid_sp500_ws_cov[gemini-3.5-flash],0.016292980585341333,3,3,0,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,3
21,sp500_logret_21b,llmp_quantile_grid_sp500_ws_cov[gpt-5.5],True,10,"vix_level_l1b, vix_log_ret_1b_l1b, ust10y_level_l1b, ust2y10y_spread_l1b, fed_funds_level_l1b, cpi_mom_logdiff_l1b, unemployment_rate_l1b, oil_log_ret_1b_l1b, dollar_index_log_ret_1b_l1b, nasdaq_log_ret_1b_l1b",llmp_quantile_grid_sp500_ws_cov[gpt-5.5],0.016863504001319293,3,3,0,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,3
21,sp500_logret_21b,agent_predictor_sp500_analyst_news_gemini-3.5-flash_continuous,False,0,—,agent_predictor_sp500_analyst_news_gemini-3.5-flash_continuous,0.016940837185361327,3,3,0,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,3
21,sp500_logret_21b,agent_predictor_sp500_analyst_code_claude-sonnet-4-6_continuous,False,0,—,agent_predictor_sp500_analyst_code_claude-sonnet-4-6_continuous,0.017967875945902403,2,2,0,0.5,1.0,0.6666666666666666,0.5,1.0,2
21,sp500_logret_21b,agent_predictor_sp500_analyst_news_claude-sonnet-4-6_continuous,False,0,—,agent_predictor_sp500_analyst_news_claude-sonnet-4-6_continuous,0.018392627828773375,3,3,0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.5,3
21,sp500_logret_21b,llmp_quantile_grid_sp500_ws_cov[gemini-3.1-flash-lite-preview],True,10,"vix_level_l1b, vix_log_ret_1b_l1b, ust10y_level_l1b, ust2y10y_spread_l1b, fed_funds_level_l1b, cpi_mom_logdiff_l1b, unemployment_rate_l1b, oil_log_ret_1b_l1b, dollar_index_log_ret_1b_l1b, nasdaq_log_ret_1b_l1b",llmp_quantile_grid_sp500_ws_cov[gemini-3.1-flash-lite-preview],0.018907562726720555,3,3,0,0.0,0.0,0.0,0.3333333333333333,1.0,3
21,sp500_logret_21b,llmp_quantile_grid_sp500_ws[gemini-3.5-flash],False,0,—,llmp_quantile_grid_sp500_ws[gemini-3.5-flash],0.01906054334024432,3,3,0,0.0,0.0,0.0,0.0,0.0,3
21,sp500_logret_21b,llmp_quantile_grid_sp500_ws_cov[claude-opus-4-7],True,10,"vix_level_l1b, vix_log_ret_1b_l1b, ust10y_level_l1b, ust2y10y_spread_l1b, fed_funds_level_l1b, cpi_mom_logdiff_l1b, unemployment_rate_l1b, oil_log_ret_1b_l1b, dollar_index_log_ret_1b_l1b, nasdaq_log_ret_1b_l1b",llmp_quantile_grid_sp500_ws_cov[claude-opus-4-7],0.02177169500101278,3,3,0,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,3
21,sp500_logret_21b,darts_ets,False,0,—,darts_ets,0.022700725385397674,3,3,0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.5,3
21,sp500_logret_21b,llmp_quantile_grid_sp500_ws[claude-opus-4-7],False,0,—,llmp_quantile_grid_sp500_ws[claude-opus-4-7],0.023173189503858608,3,3,0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.5,3
21,sp500_logret_21b,llmp_quantile_grid_sp500_ws[gemini-3.1-flash-lite-preview],False,0,—,llmp_quantile_grid_sp500_ws[gemini-3.1-flash-lite-preview],0.023490703255672363,3,3,0,0.5,0.5,0.5,0.3333333333333333,0.5,3
21,sp500_logret_21b,last_value_naive,False,0,—,last_value_naive,0.02683936452906742,3,3,0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.5,3
